播客名称,简介,标签,评分,排名,剧集名,剧集介绍,audio链接
,,,,,SHARKS!!! Sink Your Teeth in Again,"NOTE: This episode first published 6/13/19. Are sharks the super-predators we think they are? Or have we been baited with great white lies? To find out, we interviewed shark researchers Dr. Taylor Chapple, Dr. Tricia Meredith and Dr. Chris Pepin-Neff, along with surfer Mike Wells. We’re doing a survey for our episode on orgasms! We’d love for you to take it: https://blythet.typeform.com/to/qhESeovaCheck out the full episode transcript here: https://bit.ly/32hPFac This episode was produced by Rose Rimler with help from Wendy Zukerman, along with Meryl Horn and Michelle Dang. Senior produced by Kaitlyn Sawrey. Edited by Blythe Terrell and Kaitlyn Sawrey. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. A huge thanks to the amazing team of musicians who helped us with Flaws and our Snark Week music: Peter Leonard, Bobby Lord, Emma Munger, and Marcus Thorne Bagala. Recording assistance from Caroline Perryman, Shannon Cason, Sam Turken, Beth McMullen, and Jesse Wentzloff. A big thanks to George Burgess, Peter Pyle, Dr. David Shiffman, Professor Peter Klimley, Prof. Jelle Atema, Prof. Stephen Kajiura, Dr. Blake Chapman, Nynke de Haas and others. Plus a special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/93e682ba8b0d4f3eb8523c409d9df30e/
,,,,,Astrology: Are Geminis the Worst?,"For centuries, people have been looking to the stars to tell us all kinds of things — what our future holds, who we should date. So what does the science say about astrology? It turns out, there’s some surprising stuff here. We speak to astronomer Prof. Caty Pilachowski, Prof. Dave Henningsen and astrology lover Natalie Norman. Here’s a link to the transcript: https://bit.ly/31VTDoM This episode was produced by Meryl Horn and Rose Rimler, with help from Wendy Zukerman, Michelle Dang, Hannah Harris Green and Nick DelRose. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. Thanks to everyone we got in touch with for this episode including Professor Todd Tinsley, Dr. Peter Hartmann, Dr. Katie Mack, Dr. Kathy Cooksey, Professor John Mcgrew, Professor Jim Kaler, Dr. Alex Storrs, Julius Bjerrekær, Laura Gilmore and others. And special thanks to Chris Suter, Max Gibson, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/5fc2c65a3dfe4c24acd768cdd5e36e9f/
,,,,,Mini Mask Update,"MASKS. Since the early days of the pandemic, it’s been tough to nail down how much they can really do to slow down the spread of the virus. We speak to industrial hygienist Dr. Rachael Jones and share some new science that puts the final nail in the coffin of this debate (*hint* yes, you should wear a mask — your friends, family and neighbors too). Here’s a link to our transcript: https://bit.ly/3lH5grhThis episode was produced by Michelle Dang, with help from Wendy Zukerman, Rose Rimler, Hannah Harris Green and Nick DelRose. We’re edited by Blythe Terrell. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/503a791a123742b28ceb5c749b0cf64b/
,,,,,Probiotics: Scam or Superfood?,"Kombucha, kefir and other probiotic-crammed foods are marketed as charmers of the human microbiome — and the key to immune, gut and brain health. But how much does the microbiome actually matter, and do probiotics live up to the hype? To learn more we talked with biomedical engineering professor Ilana Brito, immunologist Dr. Yasmine Belkaid, psychiatry professor Ted Dinan, and microbiologist Dr. Namrata Iyer.UPDATE 8/28/20: An earlier version of this episode said there was a little bit of evidence that specific microbes can help with irritable bowel disease. This should have been inflammatory bowel disease.Here’s a link to our transcript: https://bit.ly/34ElmvRThis episode was produced by Wendy Zukerman, with help from Nicholas DelRose, Rose Rimler, Meryl Horn, Michelle Dang, Sinduja Srinivasan, and Hannah Harris Green. We’re edited by Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Professor Martin J Blaser, Dr Kirsten Berding Harold, Professor Andrew Holmes, Professor Eran Elinav, Professor Margaret J. Morris, Professor Tim Spector, Professor Dena Lyra, Professor Eric Alms, Dr Joel Babdor, Joana de Cruz Pereira, Josh Jones and all the others. And special thanks to Walter Rimler, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ca9962a8567544dc982336a3076ec952/
,,,,,New Season! Time for Non-Coronavirus Content,Science Vs is back August 27th. Fact you next week!,https://www.listennotes.com/e/p/fa8c7b008beb48148a95b9bd6110c1a6/
,,,,,Coronavirus: Are We Back Where We Started?,"We’re six months into this coronavirus pandemic, which has shaken the world and stunned scientists. What have we learned? Where are we headed? To find out, we talk to virologist Professor John Dennehy, virologist and immunologist Professor Ann Sheehy, and hospital epidemiologist Dr. Cassandra Pierre. We also check back in with Dani Schuchman, who is now three months into his recovery from Covid-19. Also: MEAT-EATING SPONGES!!Here’s a link to our transcript: https://bit.ly/2CXa8GSThis episode was produced by Wendy Zukerman, Rose Rimler, Meryl Horn, Sinduja Srinivasan, Mathilde Urfalino, and Michelle Dang. We’re edited by Blythe Terrell with help from Caitlin Kenney and Alex Blumberg. Fact checking by Lexi Krupp. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. Translation help by Lisa Wang and Chiung H. Chuang. A huge thanks to all the researchers we got in touch with for this episode, including Dr. Merrick Ekins, Dr. Joshua Santarpia, Dr. Susan Tsang, Dr. Kirsty Short, Dr. Hue and Dr. Matt Pullen. And special thanks to Laura Morris, Meg Driscoll, Chris Suter, Jack Weinstein, Rose E. Reid, Luke Davenport, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/88f2d60752954d2cba59edd992873398/
,,,,,Fauci! He’s Back!,"Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, member of the White House Coronavirus Task Force and America's favorite nerd joins Science Vs again. Wendy chats with Dr. Fauci about the pandemic’s past, present and future. Here’s a link to our transcript: https://bit.ly/2V82uQgThis episode was produced by Wendy Zukerman, Meryl Horn, Rose Rimler, Michelle Dang, Mathilde Urfalino and Sinduja Srinivasan. We’re edited by Blythe Terrell and Caitlin Kenney. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, and Bobby Lord. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ec467eefdafc4eefad221184a2389706/
,,,,,"Coronavirus: Dude, Where's My Vaccine?","All through the pandemic, we’ve been waiting for a possible silver bullet: a vaccine. How soon could we actually get one? To find out, we talk to microbiologist and immunologist Professor Karla Satchell, immunologist Dr. Kathryn Stephenson, Pfizer executive Mike McDermott, and Ian Haydon, who’s participating in a vaccine clinical trial.Here’s a link to our transcript: https://bit.ly/3egWFrcThis episode was produced by Wendy Zukerman, with help from Michelle Dang, Sinduja Srinivasan, Laura Morris, Meg Driscoll, Rose Rimler, Meryl Horn, and Mathilde Urfalino. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Lexi Krupp. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. Barney Graham, Dr. Melvin Sanicas, Dr. Norbert Pardi, Professor Peter Waterhouse, Professor Edward Mocarski, Dr. Ramin Herati, Dr. Rachel Roper, and Dr. Yvonne Genzel. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/3334c2ff0d5541a790a16510a4095a89/
,,,,,Coronavirus: Weirdest Virus Ever?,"The coronavirus seems to cause symptoms all over our body, from nose to toes. So how can one virus do so many strange things? To find out, we talk to gastroenterologist Dr. Anthony DeBenedet, virologist and immunologist Professor Ann Sheehy, otorhinolaryngologist Professor Thomas Hummel, and dermatologist Professor Amy Paller. Here’s a link to our transcript: https://bit.ly/2zqehBZ This episode was produced by Rose Rimler and Meryl Horn with help from Wendy Zukerman, Sinduja Srinivasan, Michelle Dang and Mathilde Urfalino. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Lexi Krupp. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. Ahmad Sedaghat, Professor Richard Doty, Dr. Elnara Negri, Dr. Evgeniy Podolskiy, Prof. Yvonne Maldonado, Prof. Steven Mentzer, Dr. John Paget, Dr. Connor Bamford, and Dr Gaetano Santulli. And special thanks to Kendra Pierre-Louis, the Zukerman family, and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/c012cd73ec0248d29e56bd1634881322/
,,,,,Coronavirus: Protesting in a Pandemic,"Hundreds of thousands of people have joined the global protest movement sparked by the death of George Floyd. And a lot of doctors and public health experts are on board, despite concerns about the pandemic. So how can protesters stay safe — from coronavirus, and from police weapons like tear gas? To find out, we talk to epidemiologist Dr. Cassandra Pierre, Dr. Rohini Haar, and a protester who’s been tear gassed. Here’s a link to our transcript: https://bit.ly/2MFnsRM This episode was produced by Wendy Zukerman and Sinduja Srinivasan with help from Rose Rimler, Meryl Horn, Michelle Dang and Mathilde Urfalino. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Lexi Krupp. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Professor Nina Harawa, Professor Vincent Racaniello, Professor Peter Katona, Professor Wafaa El-Sadr, Dr. Anne Paxton, Dr. Abram Wagner, Dr. Sumit Mohan, Dr. Jon Zelner, Dr. Joshua Petrie, Dr. Jesse Jacob, Dr. Matthew C Freeman, Dr. Amelia Boeheme, Dr. Mohammed K Ali, Dr. Ryan Malosh, Quentin Leclerc, Dr. Aubree Gordon, Dr. Dustin Duncan, Dr. Maureen Miller, Dr. Manuela Orjuela-Grimm and Claire Garrido-Ortega. And special thanks to Diane Wu, Rose E Reid, the Zukerman family, Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/752a2161431b4d3886244532e69b57c9/
,,,,,Coronavirus: Labs Go Dark,"Life is on pause for many of us right now. But scientists don’t want to stop! Researchers have had to figure out how to keep experiments going and keep lab animals alive — all while keeping themselves safe. To find out how they’re managing it, we talk to evolutionary biologist Dr. Ximena Bernal, plant biologist Professor Frank Telewski, marine conservation biologist Christine Figgener, and station manager Erin Heard.Here’s a link to our transcript: https://bit.ly/3dgBZ2iThis episode was produced by Laura Morris with help from me Wendy Zukerman, Rose Rimler, Meryl Horn, Mathilde Urfalino, Michelle Dang and Sinduja Srinivasan. We’re edited by Blythe Terrell with help from Caitlin Kenney and Alex Blumberg. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A big thanks to everyone who left us messages and spoke to us - including Dr. Stella Capoccia, Dr. Alessandra Fidelis, Professor Marco Festa-Bianchet, Dr. Joanna Joiner, Anjana Parandhaman, and Mike Pendleton. And a special thanks to the Zukerman Family, Joseph Lavelle Wilson and Jack Weinstein.",https://www.listennotes.com/e/p/7425ae815cd442938457c450ee5471eb/
,,,,,Coronavirus: Sweden Goes Rogue,"While a lot of countries have put in strict measures, like lockdowns, to stop the coronavirus, there’s been a conspicuous outlier: Sweden. The country has carved a different path, trying to keep its hospitals from being overrun while allowing society to function as normally as possible. So, is the Swedish model working? To find out, we talk to medical epidemiologist Dr. Emma Frans, Professor Annelies Wilder-Smith, Dr. Gary Weissman, and Dr. Eric Schneider. Also: ANCHOVIES!Here’s a link to our transcript: https://bit.ly/2XiRsYTThis episode was produced by Meryl Horn, Wendy Zukerman and Rose Rimler with help from Mathilde Urfalino, Michelle Dang, and Sinduja Srinivasan. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. Kirsty Short, Prof. Keith Humphreys, Prof. Paul Franks, Prof. Wouter Metsola van der Wijngaart, Assoc. Prof. Niclas Roxhed, Dr. Tobias Brett, AnnaSarra Carnahan, Dr. Alisdair Munro, Alessio Capobianco, and Dr. Mahshid Abir. All the folks in Sweden who helped us out including Johan Seidefors, Niklas Wahlén, Emil Sahlén, Amie Bramme, Dr. Arne Jonsson, Ann-Mari Darj, Shayan Effati, Erik Hedlund, Rebecca Heine, Srour Haddad, Harpa Kristinsdottir, Sven Larsson, Justinas Legas, Agnes Nygren, Lova Seidefors, Marcin Wolniewicz, John Kvarnefalk and Alexander Nordström. And special thanks to Christopher Suter, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ea2011c26f7449f388e3a770693a1db0/
,,,,,Coronavirus: The Mask Wars,"When the pandemic started, we were told not to bother with masks. But now it looks like experts have done a 180 here, and a lot of us are being told to cover our mugs when we leave the house. So which is it? Should we mask up or not? To find out, we talk to epidemiologist Professor Benjamin Cowling, microbiologist Dr. Anna Davies, and clinical psychologist Dr. Olga Perski. Also: RED DEVIL SQUID!!Here’s a link to our transcript: https://bit.ly/2LxuxTWAnd here’s a link to the squid video: https://youtu.be/iANgyT95bmA This episode was produced by Wendy Zukerman with help from Michelle Dang, Rose Rimler, Meryl Horn, Laura Morris and Sinduja Srinivasan. We’re edited by Blythe Terrell with help from Caitlin Kenney. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Marcus Bagala, Emma Munger, and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Dr. David Simons and Benjamin Burford. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/7813a6438fcd4730aa4d1711ea45e4b7/
